trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.7, 'e': 0.15735328210778962}",25,11,21.99984869690942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 0.15577974928671173}",20,0,32.917795850997614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.7, 'e': 0.1542219517938446}",25,17,-9.133072305511437,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.7, 'e': 0.15267973227590617}",25,7,-20.55732025597786,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.7, 'e': 0.1511529349531471}",20,9,14.174739562541012,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.7, 'e': 0.14964140560361563}",20,16,7.876083827431801,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 0.14814499154757946}",35,6,-9.363617637134425,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 1}",1
191,False,"{'a': 0.7, 'e': 0.14666354163210368}",30,4,8.86513058972787,"{0: 22, 1: 3, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 0.14519690621578263}",35,18,-34.8157637576743,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
193,False,"{'a': 0.7, 'e': 0.1437449371536248}",35,12,16.624514291702017,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.7, 'e': 0.14230748778208857}",30,21,14.629688658568455,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.14088441290426768}",20,0,23.689567551622172,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.7, 'e': 0.139475568775225}",20,3,-12.02124400028624,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.7, 'e': 0.13808081308747275}",30,18,-22.811522884119036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.7, 'e': 0.136700004956598}",25,11,-15.816933063273197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.7, 'e': 0.13533300490703204}",25,11,12.92147722818276,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 0.13397967485796172}",30,10,23.75462400216813,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.1326398781093821}",20,0,-16.671952620474045,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
202,False,"{'a': 0.7, 'e': 0.13131347932828827}",25,9,16.728602934172176,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.1300003445350054}",20,16,9.932752501395628,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 0.12870034108965533}",20,12,-25.31333344049842,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.7, 'e': 0.1274133376787588}",30,5,35.41835780249448,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 0.12613920430197118}",25,15,16.691474286338984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 0.12487781225895148}",30,3,0.7330797371571927,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 0.12362903413636196}",20,14,10.75568336500456,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 0.12239274379499834}",35,24,16.757493035777273,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.12116881635704835}",25,0,18.207437875449173,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.7, 'e': 0.11995712819347787}",25,10,13.392005471314942,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 0.11875755691154309}",20,2,11.882951817149358,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 0.11756998134242766}",20,8,20.516798762988714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 0.11639428152900338}",20,11,20.24023910932147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.11523033871371334}",25,8,29.937948539389613,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 0.1140780353265762}",30,7,25.180833690738886,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.7, 'e': 0.11293725497331045}",25,15,16.68770782345701,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 0.11180788242357734}",25,0,23.82004598973463,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.7, 'e': 0.11068980359934157}",20,6,21.960451681873078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 0.10958290556334815}",25,5,16.13242845675858,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
221,False,"{'a': 0.7, 'e': 0.10848707650771466}",25,8,-15.800197802099033,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.7, 'e': 0.10740220574263752}",30,17,25.63041100330568,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 0.10632818368521114}",30,13,14.86309531041959,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.10526490184835903}",30,12,22.4269921505239,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.7, 'e': 0.10421225282987544}",20,10,14.158987313319818,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7, 'e': 0.10317013030157669}",20,0,29.8566467363036,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.7, 'e': 0.10213842899856092}",20,6,20.81280018195489,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 0.10111704470857531}",25,18,13.825627960362308,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.7, 'e': 0.10010587426148955}",30,0,35.600883864280284,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
230,False,"{'a': 0.7, 'e': 0.09910481551887466}",25,11,25.682345554500273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 0.0981137673636859}",20,0,-10.066409790195031,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
232,False,"{'a': 0.7, 'e': 0.09713262969004904}",20,14,12.294237892520847,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7, 'e': 0.09616130339314856}",25,8,7.707888726470111,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.7, 'e': 0.09519969035921708}",20,8,10.408135358489316,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.7, 'e': 0.0942476934556249}",25,15,19.463742167114034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 0.09330521652106866}",25,18,15.842386609995284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7, 'e': 0.09237216435585796}",30,13,7.428276011144861,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
238,False,"{'a': 0.7, 'e': 0.09144844271229938}",20,6,23.7916282360655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 0.0905339582851764}",25,13,-19.08506153423499,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.7, 'e': 0.08962861870232462}",30,15,23.399166700148896,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 0.08873233251530138}",25,13,18.675381008809683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 0.08784500919014836}",25,11,20.84323537990515,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 0.08696655909824688}",20,13,14.1067513568993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.7, 'e': 0.0860968935072644}",25,12,23.416857677186503,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7, 'e': 0.08523592457219176}",25,9,28.814665697385355,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 0.08438356532646984}",20,6,19.975770810781626,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 0.08353972967320515}",20,3,22.790909852950456,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7, 'e': 0.0827043323764731}",20,8,21.55583548168896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7, 'e': 0.08187728905270836}",25,4,13.004938788248287,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.7, 'e': 0.08105851616218128}",25,8,-18.08486021561767,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.7, 'e': 0.08024793100055946}",25,2,35.60719213513396,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 0.07944545169055386}",20,12,18.350677836290494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.7, 'e': 0.07865099717364833}",30,17,12.323491890009235,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 0.07786448720191184}",20,2,4.030941184847395,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 0.07708584232989273}",25,0,31.509062096603063,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.7, 'e': 0.0763149839065938}",30,5,-22.830888716045774,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
257,False,"{'a': 0.7, 'e': 0.07555183406752786}",25,0,39.909431894979484,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.7, 'e': 0.07479631572685258}",20,12,9.926560806763822,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 0.07404835256958406}",35,19,26.675911201787628,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7, 'e': 0.07330786904388821}",30,6,39.74354772629443,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7, 'e': 0.07257479035344933}",30,17,23.106325991987468,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7, 'e': 0.07184904244991483}",30,9,-10.440255042965289,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.7, 'e': 0.07113055202541568}",25,7,-23.448794095499107,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.7, 'e': 0.07041924650516153}",20,5,27.123409436309327,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 0.06971505404010991}",25,14,17.073807501446968,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 0.06901790349970881}",25,0,42.17766172008386,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.7, 'e': 0.06832772446471172}",20,11,16.715630936577995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 0.0676444472200646}",35,12,33.46299724939526,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 0.06696800274786396}",20,0,26.646482279120637,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.7, 'e': 0.06629832272038531}",20,10,5.624327474805609,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 0.06563533949318147}",20,6,6.4665294492814915,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.06497898609824965}",25,0,9.202442477490315,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
273,False,"{'a': 0.7, 'e': 0.06432919623726716}",25,8,25.0242509339891,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 0.06368590427489448}",35,21,26.311605210364164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.06304904523214554}",25,12,24.925812803893137,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 0.06241855477982408}",25,12,25.14863559408076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.06179436923202584}",25,17,11.829241688339721,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.06117642553970558}",20,8,-38.23254711508247,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
279,False,"{'a': 0.7, 'e': 0.06056466128430853}",20,5,-22.503129446652064,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.7, 'e': 0.05995901467146544}",30,3,44.066444122992856,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 0.059359424524750785}",20,0,29.277523045566742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.7, 'e': 0.05876583027950327}",20,9,11.145611203230255,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.05817817197670824}",25,13,-11.483451857356332,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.05759639025694116}",35,6,44.652182134282704,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.057020426354371746}",20,4,28.134010250609997,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.05645022209082803}",20,0,29.87466795694286,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.7, 'e': 0.05588571986991975}",25,11,-0.4000469544509022,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.05532686267122055}",20,4,26.222079149085516,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 0.05477359404450834}",20,8,23.267829231089195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 0.05422585810406326}",20,10,20.974023834666003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 0.05368359952302263}",25,13,21.479108963877582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 0.0531467635277924}",20,8,23.27653608540723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.05261529589251448}",20,12,-24.68981256165946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.7, 'e': 0.05208914293358933}",25,8,35.5138875944793,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 0.05156825150425344}",35,20,32.387865434901116,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 0.0510525689892109}",35,25,18.830098403948583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 0.050542043299318794}",20,10,19.563440898495934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.050036622866325604}",25,5,31.45777783667129,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 0.04953625663766235}",20,1,25.490006107012594,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 0.04904089407128572}",25,15,14.643167423828718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 0.04855048513057287}",20,12,16.000152812133607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 0.04806498027926714}",20,3,23.69040297166793,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 0.047584330476474465}",20,6,28.076753210916323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 0.04710848717170972}",20,2,27.825402741811917,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.7, 'e': 0.04663740229999262}",25,17,14.894028610206293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 0.046171028276992696}",20,3,17.56366451160084,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 0.045709317994222766}",30,0,46.14467090155562,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.7, 'e': 0.04525222481428054}",25,0,-7.976162912790027,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
309,False,"{'a': 0.7, 'e': 0.04479970256613774}",30,13,26.75450164659643,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 0.044351705540476356}",25,18,12.76314157374793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 0.043908188485071595}",20,6,12.331883485623601,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 0.04346910660022087}",20,3,17.940475518489713,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 0.04303441553421867}",20,0,20.717912915856896,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
314,False,"{'a': 0.7, 'e': 0.04260407137887648}",25,17,15.070174881787352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 0.04217803066508771}",20,10,20.640239997919497,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 0.04175625035843684}",25,0,-20.041170951785933,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
317,False,"{'a': 0.7, 'e': 0.041338687854852466}",20,3,28.482046483382213,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.7, 'e': 0.040925300976303945}",20,7,26.589777012515963,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 0.0405160479665409}",25,16,16.118504047922634,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.7, 'e': 0.040110887486875496}",20,0,14.12564654875534,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.7, 'e': 0.03970977861200674}",30,15,28.41651628858777,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.039312680825886674}",25,8,29.96782318886899,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.7, 'e': 0.038919554017627804}",20,7,24.71779187511868,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 0.03853035847745152}",30,15,28.133209886936672,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.7, 'e': 0.03814505489267701}",25,18,14.616371903036987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.7, 'e': 0.03776360434375024}",20,1,27.4609110620389,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 0.03738596830031274}",20,8,10.005316983592703,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 0.03701210861730961}",30,16,27.412426341624005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.7, 'e': 0.03664198753113651}",35,13,-3.1142305559461105,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.7, 'e': 0.036275567655825146}",35,21,18.989463528420266,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.7, 'e': 0.03591281197926689}",30,11,35.144194538792966,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.7, 'e': 0.035553683859474224}",25,8,29.388530405153347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.7, 'e': 0.035198147020879485}",30,15,22.819311280870124,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 0.03484616555067069}",30,10,-12.13752214921857,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
335,False,"{'a': 0.7, 'e': 0.03449770389516398}",30,13,27.556429441074627,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 0.03415272685621234}",30,0,45.477597491043795,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.7, 'e': 0.03381119958765022}",25,18,14.340459392961193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.7, 'e': 0.03347308759177372}",20,13,15.158866471224258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.7, 'e': 0.03313835671585598}",20,0,-8.48849972579035,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
340,False,"{'a': 0.7, 'e': 0.03280697314869742}",25,16,8.366273000326498,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.7, 'e': 0.03247890341721044}",20,13,10.908771723650638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.7, 'e': 0.03215411438303834}",25,15,15.17999799664014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.7, 'e': 0.031832573239207955}",25,5,20.96344082468191,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.7, 'e': 0.031514247506815876}",20,4,25.14801664564621,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.7, 'e': 0.031199105031747717}",20,14,9.528664743648788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.7, 'e': 0.03088711398143024}",30,4,41.37947765849126,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.7, 'e': 0.030578242841615935}",25,3,36.483490609088314,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.7, 'e': 0.030272460413199778}",20,12,15.641530545376114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 0.02996973580906778}",20,11,15.10828618624604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.7, 'e': 0.029670038450977102}",20,2,3.215907726548455,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
351,False,"{'a': 0.7, 'e': 0.02937333806646733}",30,0,46.34092200586695,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.7, 'e': 0.029079604685802656}",20,12,15.966998847638791,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.7, 'e': 0.02878880863894463}",20,7,21.299035964372166,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.7, 'e': 0.02850092055255518}",20,6,3.0230133434239352,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
355,False,"{'a': 0.7, 'e': 0.02821591134702963}",30,3,47.531545094785564,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.7, 'e': 0.027933752233559334}",30,20,-0.9662141778467355,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.7, 'e': 0.027654414711223742}",25,10,22.878396398488288,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.7, 'e': 0.027377870564111503}",30,17,10.86305421912059,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.7, 'e': 0.02710409185847039}",25,1,-0.7146479552549869,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
360,False,"{'a': 0.7, 'e': 0.026833050939885684}",20,11,17.625129088565174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.7, 'e': 0.026564720430486827}",20,14,10.34657241002455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.7, 'e': 0.026299073226181958}",20,8,5.462524924902109,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.7, 'e': 0.026036082493920136}",20,4,26.373061125343014,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.7, 'e': 0.025775721668980935}",25,17,15.088635747951272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.7, 'e': 0.025517964452291125}",25,8,-12.704415933245148,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.7, 'e': 0.025262784807768213}",35,12,39.257863200411705,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.7, 'e': 0.025010156959690534}",30,13,32.57955628442102,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.7, 'e': 0.024760055390093627}",30,16,11.744295058926234,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
