trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.7, 'e': 0.02451245483619269}",25,17,16.761201707298795,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.7, 'e': 0.024267330287830763}",20,14,9.653805620907292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.7, 'e': 0.024024656984952455}",20,6,28.187228816237013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.7, 'e': 0.02378441041510293}",20,15,9.604585478906271,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.7, 'e': 0.0235465663109519}",20,0,29.095240584322443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
374,False,"{'a': 0.7, 'e': 0.02331110064784238}",20,8,25.716046456040683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.7, 'e': 0.02307798964136396}",20,14,9.418884829223359,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.7, 'e': 0.022847209744950317}",20,1,30.568816822916006,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.7, 'e': 0.022618737647500813}",20,13,14.630069509731833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.7, 'e': 0.022392550271025807}",25,4,35.83855446544328,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.7, 'e': 0.022168624768315548}",25,2,-14.489662501776245,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
380,False,"{'a': 0.7, 'e': 0.021946938520632394}",30,10,33.33493434114382,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.7, 'e': 0.02172746913542607}",20,13,-7.2070311781618175,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.7, 'e': 0.021510194444071807}",25,8,30.82207667701524,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.7, 'e': 0.021295092499631088}",20,11,13.265763220705942,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.7, 'e': 0.02108214157463478}",20,15,8.95559653087172,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.7, 'e': 0.02087132015888843}",30,20,-2.1791056213683113,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
386,False,"{'a': 0.7, 'e': 0.020662606957299545}",25,15,19.275347410842564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.7, 'e': 0.02045598088772655}",20,9,19.74848330765914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.7, 'e': 0.020251421078849283}",25,1,24.261400415469456,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.7, 'e': 0.02004890686806079}",20,11,17.80441500020823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.7, 'e': 0.019848417799380184}",25,7,-9.404986199039982,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
391,False,"{'a': 0.7, 'e': 0.01964993362138638}",25,14,19.002878507022167,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.7, 'e': 0.019453434285172516}",30,10,22.822629933835593,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.7, 'e': 0.01925889994232079}",30,16,-16.61556277608692,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
394,False,"{'a': 0.7, 'e': 0.019066310942897582}",20,3,28.620758341167374,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.7, 'e': 0.01887564783346861}",20,3,34.36543890672423,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.7, 'e': 0.018686891355133923}",25,10,27.339757601100366,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.7, 'e': 0.01850002244158258}",20,10,19.761103778250607,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.7, 'e': 0.018315022217166757}",20,2,26.0936479111084,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.7, 'e': 0.018131871994995087}",30,19,20.756388307467784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.7, 'e': 0.017950553275045137}",30,12,38.9490152933276,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.7, 'e': 0.017771047742294686}",20,0,24.970181224592896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.7, 'e': 0.01759333726487174}",20,12,10.662647999540425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.7, 'e': 0.017417403892223023}",25,0,39.11901214370152,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,False,"{'a': 0.7, 'e': 0.01724322985330079}",30,18,5.881721104298814,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.7, 'e': 0.017070797554767782}",20,10,18.700078527220093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.7, 'e': 0.016900089579220106}",30,17,23.602682831851816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.7, 'e': 0.016731088683427903}",20,8,24.623209677594264,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.7, 'e': 0.016563777796593626}",30,0,14.74752515756111,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
409,False,"{'a': 0.7, 'e': 0.016398140018627688}",20,9,-3.763474805170371,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
410,False,"{'a': 0.7, 'e': 0.01623415861844141}",20,16,6.865370180264531,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.7, 'e': 0.016071817032256998}",30,7,39.314497885522634,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.7, 'e': 0.015911098861934425}",25,18,10.18440701463036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.7, 'e': 0.015751987873315082}",35,13,38.60139694077648,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.7, 'e': 0.015594467994581931}",20,6,22.41533169313782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.7, 'e': 0.015438523314636111}",20,13,12.369872896171191,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.7, 'e': 0.01528413808148975}",20,8,-19.315252945635606,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
417,False,"{'a': 0.7, 'e': 0.015131296700674854}",25,15,20.746239490990376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.7, 'e': 0.014979983733668104}",35,17,-9.553783170208266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
419,False,"{'a': 0.7, 'e': 0.014830183896331423}",25,20,9.969849552415846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.7, 'e': 0.014681882057368109}",30,8,39.49547455262784,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.7, 'e': 0.014535063236794427}",20,0,27.31355862095857,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.7, 'e': 0.014389712604426484}",20,16,6.136862146835975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.7, 'e': 0.014245815478382218}",20,12,16.879579427255006,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.7, 'e': 0.014103357323598397}",30,16,24.871308886908952,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.7, 'e': 0.013962323750362412}",20,15,11.424071856403593,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.7, 'e': 0.013822700512858787}",20,14,10.968219411821352,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.7, 'e': 0.013684473507730199}",30,19,17.085016172558106,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.7, 'e': 0.013547628772652897}",30,22,14.788463424393225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.7, 'e': 0.013412152484926368}",25,11,24.15278110866918,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.7, 'e': 0.013278030960077104}",20,8,19.831619824488914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.7, 'e': 0.013145250650476333}",25,13,18.315554294935225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.7, 'e': 0.01301379814397157}",20,0,25.544602494759083,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.7, 'e': 0.012883660162531854}",25,0,-3.656545041135783,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
434,False,"{'a': 0.7, 'e': 0.012754823560906535}",20,7,20.159847026799177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.7, 'e': 0.01262727532529747}",20,0,34.236102844802495,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.7, 'e': 0.012501002572044496}",25,15,18.75690656026121,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.7, 'e': 0.01237599254632405}",25,8,23.085508491653254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.7, 'e': 0.012252232620860809}",20,15,12.58337661039631,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.7, 'e': 0.012129710294652202}",25,18,11.980215540853614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.7, 'e': 0.01200841319170568}",20,3,29.940488810466693,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.7, 'e': 0.011888329059788622}",25,4,32.80474695629626,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.7, 'e': 0.011769445769190735}",20,4,28.830624510382236,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.7, 'e': 0.011651751311498829}",20,11,16.336515234879464,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.7, 'e': 0.01153523379838384}",20,12,14.059668689435156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.7, 'e': 0.011419881460400001}",25,10,17.45948607460819,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.7, 'e': 0.011305682645796001}",25,14,23.50302597226901,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.7, 'e': 0.011192625819338041}",30,17,22.622802326469376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.7, 'e': 0.011080699561144661}",20,3,20.043433001423853,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.7, 'e': 0.010969892565533214}",20,4,22.45985062576411,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.7, 'e': 0.010860193639877882}",20,9,17.370975754345647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.7, 'e': 0.010751591703479103}",25,7,30.667549877060047,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.7, 'e': 0.010644075786444312}",25,7,32.03561663528105,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.7, 'e': 0.01053763502857987}",20,10,16.515906854886484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.7, 'e': 0.01043225867829407}",20,8,21.777935882077973,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.7, 'e': 0.01032793609151113}",20,14,13.331507964907402,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.7, 'e': 0.010224656730596018}",25,15,17.53062438716218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.7, 'e': 0.010122410163290057}",25,11,26.378530498362498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.7, 'e': 0.010021186061657156}",20,8,21.827618375307896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.7, 'e': 0.009920974201040586}",25,17,13.841063380629171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.7, 'e': 0.009821764459030179}",20,10,-3.9780150485480346,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
461,False,"{'a': 0.7, 'e': 0.009723546814439878}",25,1,42.10673195055688,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.7, 'e': 0.009626311346295479}",20,16,6.325314657434134,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.7, 'e': 0.009530048232832523}",20,16,5.706907396353526,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.7, 'e': 0.009434747750504199}",25,10,27.866725440393036,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.7, 'e': 0.009340400272999157}",20,8,2.1070385713613358,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
466,False,"{'a': 0.7, 'e': 0.009246996270269165}",20,0,28.236797848973847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
467,False,"{'a': 0.7, 'e': 0.009154526307566474}",20,14,10.63442589653114,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.7, 'e': 0.009062981044490808}",20,10,16.580466690358374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.7, 'e': 0.0089723512340459}",25,15,19.335978946331426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.7, 'e': 0.00888262772170544}",20,10,18.59425315897882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.7, 'e': 0.008793801444488386}",25,11,27.755084375609787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.7, 'e': 0.008705863430043502}",20,2,27.840672328156103,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.7, 'e': 0.008618804795743068}",35,13,42.703421664104866,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.7, 'e': 0.008532616747785637}",20,0,28.585969262938708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
475,False,"{'a': 0.7, 'e': 0.00844729058030778}",20,15,10.851451203746423,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.7, 'e': 0.008362817674504702}",25,0,43.93533731111089,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.7, 'e': 0.008279189497759656}",20,9,20.15805693635784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.7, 'e': 0.008196397602782058}",30,18,-17.53307525922715,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
479,False,"{'a': 0.7, 'e': 0.008114433626754238}",30,23,14.245402344396545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.7, 'e': 0.008033289290486696}",25,3,39.3993647768234,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.7, 'e': 0.00795295639758183}",20,3,27.689022788749305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.7, 'e': 0.00787342683360601}",20,4,23.186106082619276,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.7, 'e': 0.0077946925652699495}",25,14,25.65349819300279,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.7, 'e': 0.00771674563961725}",25,15,18.749199649973594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.7, 'e': 0.007639578183221077}",20,12,15.778434908602529,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.7, 'e': 0.0075631824013888665}",35,22,-17.478730553465184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
487,False,"{'a': 0.7, 'e': 0.0074875505773749785}",30,12,27.53354762607809,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.7, 'e': 0.007412675071601228}",30,14,33.337043439767356,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.7, 'e': 0.007338548320885216}",25,13,-17.983189535721515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
490,False,"{'a': 0.7, 'e': 0.0072651628376763635}",20,0,25.90872885955128,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.7, 'e': 0.0071925112092996}",35,26,15.400810084677902,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.7, 'e': 0.007120586097206604}",20,7,25.83912379395549,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.7, 'e': 0.007049380236234538}",30,20,17.426228597547112,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.7, 'e': 0.006978886433872193}",20,0,30.293449395038444,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
495,False,"{'a': 0.7, 'e': 0.00690909756953347}",25,12,25.033402227023167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.7, 'e': 0.006840006593838136}",25,11,25.1561449864041,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.7, 'e': 0.006771606527899755}",25,12,26.288284553393343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.7, 'e': 0.0067038904626207565}",20,0,31.965171438949902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
499,False,"{'a': 0.7, 'e': 0.006636851557994549}",25,11,22.89735494504894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.7, 'e': 0.006570483042414603}",20,4,28.302704450180514,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.7, 'e': 0.006504778211990457}",20,8,25.08132256118775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.7, 'e': 0.006439730429870553}",20,4,29.15858636178542,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.7, 'e': 0.006375333125571847}",20,11,17.442084446393967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.7, 'e': 0.006311579794316129}",25,3,30.97246163501887,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.7, 'e': 0.006248463996372967}",25,8,12.2666198022978,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
506,False,"{'a': 0.7, 'e': 0.0061859793564092375}",25,7,34.11263323006584,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.7, 'e': 0.006124119562845145}",20,13,12.891422114596898,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.7, 'e': 0.0060628783672166935}",25,17,15.863272149614406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.7, 'e': 0.006002249583544526}",25,17,17.125709725974396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.7, 'e': 0.005942227087709081}",30,14,33.58345654122465,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.7, 'e': 0.00588280481683199}",20,2,32.50091694966361,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.7, 'e': 0.005823976768663671}",35,23,22.68690408131868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.7, 'e': 0.0057657370009770335}",25,17,15.786188624464867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.7, 'e': 0.005708079630967263}",20,7,23.078719477040035,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.7, 'e': 0.00565099883465759}",20,8,25.251434982903998,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.7, 'e': 0.005594488846311015}",20,0,27.425236442127805,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
517,False,"{'a': 0.7, 'e': 0.005538543957847904}",25,11,25.298277786301625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.7, 'e': 0.005483158518269426}",30,8,-16.055533131163312,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
519,False,"{'a': 0.7, 'e': 0.005428326933086731}",25,18,14.999210805305237,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.7, 'e': 0.005374043663755864}",30,18,23.514155719333388,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.7, 'e': 0.005320303227118305}",20,0,30.582691942645333,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
522,False,"{'a': 0.7, 'e': 0.005267100194847122}",20,10,-22.289353485466762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
523,False,"{'a': 0.7, 'e': 0.005214429192898651}",20,9,24.033856555256406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.7, 'e': 0.005162284900969664}",25,17,17.23290395961245,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.7, 'e': 0.005110662051959968}",20,1,29.46885844474085,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.7, 'e': 0.005059555431440368}",25,11,26.264707820291395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.7, 'e': 0.005008959877125964}",20,10,18.887718387808768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.7, 'e': 0.0049588702783547045}",25,8,31.6407782054511,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.7, 'e': 0.004909281575571157}",20,8,21.573517229390045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.7, 'e': 0.0048601887598154455}",20,8,21.153134971915705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.7, 'e': 0.004811586872217291}",20,4,26.902058638824563,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.7, 'e': 0.004763471003495118}",20,6,22.001070323651426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.7, 'e': 0.004715836293460167}",30,12,38.65128800374352,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.7, 'e': 0.004668677930525565}",25,13,20.15979905404758,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.7, 'e': 0.0046219911512203095}",25,13,23.287684036993006,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.7, 'e': 0.004575771239708106}",30,16,24.6651591793125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.7, 'e': 0.004530013527311025}",25,15,18.093617361821902,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.7, 'e': 0.004484713392037915}",20,5,25.488164661489282,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.7, 'e': 0.004439866258117536}",20,0,33.1600188925577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
540,False,"{'a': 0.7, 'e': 0.004395467595536361}",35,23,25.25997773366243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.7, 'e': 0.0043515129195809965}",20,2,27.33779230507772,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.7, 'e': 0.004307997790385187}",25,14,18.798294387353337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.7, 'e': 0.004264917812481335}",25,8,30.359586520788486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.7, 'e': 0.004222268634356522}",20,11,14.758191217624379,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.7, 'e': 0.004180045948012957}",30,10,36.205544759974075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.7, 'e': 0.004138245488532827}",30,22,17.045978324760085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.7, 'e': 0.004096863033647498}",20,9,20.96054006056037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.7, 'e': 0.0040558944033110235}",20,8,17.316991444702715,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.7, 'e': 0.004015335459277913}",20,1,24.520575710321992,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.7, 'e': 0.003975182104685134}",25,19,9.564841098317114,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.7, 'e': 0.003935430283638282}",20,3,31.00248062271135,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.7, 'e': 0.0038960759808018995}",20,1,28.361620219959732,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.7, 'e': 0.0038571152209938807}",30,0,48.79659071789566,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
